"","away_team_api_id","home_team_api_id","H_overall_rating","A_overall_rating","H_potential","A_potential","H_buildUpPlaySpeedClass","H_buildUpPlayDribblingClass","H_buildUpPlayPassingClass","H_buildUpPlayPositioningClass","H_chanceCreationPassingClass","H_chanceCreationCrossingClass","H_chanceCreationShootingClass","H_chanceCreationPositioningClass","H_defencePressureClass","H_defenceAggressionClass","H_defenceTeamWidthClass","A_buildUpPlaySpeedClass","A_buildUpPlayDribblingClass","A_buildUpPlayPassingClass","A_buildUpPlayPositioningClass","A_chanceCreationPassingClass","A_chanceCreationCrossingClass","A_chanceCreationShootingClass","A_chanceCreationPositioningClass","A_defencePressureClass","A_defenceAggressionClass","A_defenceTeamWidthClass","result"
"1216",9825,8472,813,890,869,925,3,1,2,2,2,3,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,3
"1220",8315,8603,791,825,827,875,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1221",9906,8696,782,847,821,907,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,3,2,2,2,2,3,2,1
"1222",8456,10252,827,876,856,927,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,3,2,3
"1223",8659,8602,807,803,856,838,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1224",8661,9864,824,781,868,827,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1226",8394,8558,805,778,854,827,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,3
"1228",8305,8370,782,810,831,836,2,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1229",9869,10267,844,819.5939669,887,868.0962077,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,2
"1230",8302,8560,789,838,844,874,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1232",8371,8302,837,775,880,801,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,2
"1233",8558,8305,813,819.5939669,834,856,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1234",9864,8315,817,829,871,871,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,3,3,2,2,2,3,2,2
"1235",8560,7878,791,796,819,857,2,1,2,2,3,3,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,3,2
"1236",9906,9869,817.8481077,825,868.4805294,902,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,1
"1238",8370,8581,792,767,811,818,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1240",8603,8394,789,791,825,834,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1242",8655,8456,892,768,940,848,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1243",8602,10261,840,775,899,843,2,1,2,2,2,3,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,1
"1244",9879,10172,803,841,842,867,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1245",8472,8659,793,797,826,864,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,2
"1247",8305,8603,785,808,819,834,2,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,1
"1248",9869,8696,786,819.5939669,820,868.0962077,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,3,2,2,2,2,3,2,1
"1249",8581,8558,796,801,853,823,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1250",8394,9864,824,765,868,829,2,1,2,2,3,3,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,2
"1251",8586,9825,868,889,917,919,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1254",8661,8560,787,796,842,827,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1255",8634,9906,840,958,908,980,2,1,2,2,3,2,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1256",8315,10205,838,826,872,871,1,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,1
"1257",8633,8370,782,939,831,963,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,3,2,3,1,2,3,3,3
"1259",7878,8371,793,819.5939669,809,819,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,3,3,2,2,2,3,3,2
"1263",8668,10172,802,843,836,858,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1264",9850,10194,813,766,867,823,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1265",8455,8659,793,909,826,933,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1266",10003,8528,787,798,840,877,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,3
"1267",8696,8370,783,782,832,815,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1270",9869,8634,908,819.5939669,957,868.0962077,1,1,1,1,2,1,2,1,2,3,2,2,1,2,2,3,2,2,2,2,3,2,2
"1272",8602,9879,836,779,860,848,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"1274",10260,8586,862,895,909,943,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1275",10205,8394,789,836,833,873,2,1,1,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,3,2,2
"1277",8560,8315,838,792,896,855,2,1,2,2,2,3,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,3,2
"1278",8558,8633,915,819.5939669,951,869,2,1,2,1,3,2,3,1,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1282",10194,8455,891,796,926,867,2,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"1283",8586,8668,835,890,870,921,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1284",8650,8472,806,856,858,896,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1288",8394,8560,799,773,837,831,1,1,2,2,2,2,2,2,2,3,3,2,1,1,2,2,2,2,2,2,3,2,2
"1289",8633,8603,791,939,827,963,2,1,2,2,2,2,2,2,2,3,2,2,1,2,1,3,2,3,1,2,3,3,3
"1293",8315,8371,796,815,814,855,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,3,2,2,2,3,3,2
"1294",7878,9906,833,819.5939669,911,799,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,2
"1298",10261,9825,863,833,923,891,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1299",8305,10205,834,814,868.4805294,846,1,1,1,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,3
"1300",8668,8650,869,845,918,885,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1302",8659,8528,788,796,841,841,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1303",8560,8305,809,791,843,858,1,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,3,2
"1306",8603,8370,782,795,831,818,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1307",9869,7878,788,819.5939669,814,868.0962077,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,3,2,2,2,2,3,2,2
"1308",9850,10261,834,758,885,811,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1310",9906,8661,801,819,849,901,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,2
"1312",10267,8315,825,828,881,891,2,1,2,2,2,3,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,2,3
"1313",9864,8633,920,846,960,875,2,1,2,1,3,2,3,1,2,3,3,2,1,2,2,3,3,2,2,2,3,2,1
"1314",8696,8558,797,773,847,814,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1315",8472,8655,793,810,869,858,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,2
"1316",8305,8371,796,809,815,838,2,1,2,2,2,2,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,2,1
"1318",9825,8668,836,866,865,915,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,3
"1320",8650,10172,811,884,854,913,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1322",8661,9869,817.8481077,795,868.4805294,832,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1323",8581,8560,797,800,835,824,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"1324",8315,9906,838,818,911,864,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1326",8394,10267,836,768,889,829,1,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,3
"1327",8558,8603,788,819.5939669,819,839,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1328",8302,8696,768,846,805,883,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"1329",8370,9864,836,778,870,829,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1330",10252,9825,867,816,925,861,1,1,1,2,2,2,1,1,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2
"1331",8655,8559,788,797,843,883,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1332",8586,8455,889,896,930,929,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1334",8602,9850,817.8481077,777,868.4805294,850,2,1,2,2,2,3,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,2
"1337",8668,10003,797,845,879,857,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1338",8560,8633,907,801,952,856,2,1,2,1,3,2,3,1,2,3,3,1,1,2,2,2,2,2,2,2,3,3,2
"1339",10267,8305,809,833,837,907,1,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1340",8634,8661,799,957,841,990,2,1,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1341",10261,8659,796,838,830,886,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1343",8696,8603,786,758,830,804,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,1
"1346",10205,8370,778,819.5939669,816,868.0962077,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,3,2,3
"1349",8302,7878,787,850,812,873,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"1351",8659,8668,840,800,872,831,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1352",9850,9879,839,772,869,827,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1353",8472,8456,893,807,944,865,2,1,2,2,2,2,2,1,2,3,2,3,1,2,2,2,3,2,2,2,3,2,1
"1354",9825,10172,796,866,835,922,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,1,1,2,3,2,2
"1356",8559,8602,788,772,848,841,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1358",8603,9864,834,788,874,828,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1359",8315,8634,920,816,960,855,1,1,1,1,2,1,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1363",10003,8586,876,794,926,873,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,1,2,3,2,2
"1365",8305,9906,846,810,916,847,2,1,2,2,3,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1368",10260,8655,790,859,855,916,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1370",10261,10003,799,835,869,893,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1371",9879,8559,784,829,848,867,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1372",8528,8455,872,783,926,848,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1374",8668,9850,766,840,813,862,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1376",8586,8472,801,889,861,920,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1378",10205,8603,786,839,830,874,2,1,2,2,2,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,3,2,2
"1379",8634,8394,777,931,828,964,2,1,1,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1382",8560,8558,803,800,850,849,2,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,3,1
"1383",8456,9825,877,884,917,937,1,1,1,2,2,2,1,1,2,3,2,2,1,2,2,2,2,2,1,2,3,2,2
"1388",7878,8661,797,819.5939669,844,802,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,1
"1389",10194,10252,792,802,863,861,3,1,2,2,2,2,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,1
"1390",8472,8668,827,796,861,855,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,3,2,2,2,3,2,2
"1391",8455,9879,821,882,863,914,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1392",8559,10261,834,778,892,833,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1393",9850,8586,863,765,912,813,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1394",8696,9864,834,747,872,797,2,1,2,2,3,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1395",8650,8655,791,820,860,882,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1397",8603,8560,780,793,825,827,1,1,2,2,2,2,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,1
"1401",10260,8528,788,886,841,936,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1405",8633,9906,849,937,908,963,2,1,2,2,3,2,2,2,2,3,2,2,1,2,1,3,2,3,1,2,3,3,3
"1407",8661,8696,817.8481077,802,868.4805294,842,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,3
"1408",9864,10205,838,831,879,864,1,1,1,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,2
"1411",8602,8472,802,747,864,834,3,1,2,2,2,3,2,2,2,3,2,3,1,3,2,2,3,2,2,2,3,2,1
"1412",8655,10003,799,797,883,862,1,1,1,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1413",10172,8659,799,798,845,830,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1416",10252,10260,869,804,919,880,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,2
"1418",8661,8315,820,777,878,823,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1422",8696,10205,826,760,868.4805294,806,1,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,1
"1423",10267,8558,804,835,846,899,2,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1425",8302,8305,794,820,826,877,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1428",9850,8655,792,764,847,818,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1432",8586,10172,796,898,835,927,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1433",8633,8634,924,938,957,967,1,1,1,1,2,1,2,1,2,3,2,2,1,2,1,3,2,3,1,2,3,3,3
"1434",8394,8661,799,782,842,831,2,1,2,2,2,2,2,2,2,3,2,2,1,1,2,2,2,2,2,2,3,2,2
"1435",8370,9869,817.8481077,754,868.4805294,797,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1436",8581,8302,834,799,881,827,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1437",8659,8650,864,810,912,856,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1438",8668,10260,872,842,920,858,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1441",8315,8696,775,811,808,863,2,1,2,2,2,3,2,2,2,3,3,2,1,2,2,2,3,2,2,2,3,3,3
"1443",8305,7878,788,810,814,839,2,1,2,2,3,3,2,2,2,3,3,1,1,2,2,2,2,2,2,2,3,2,2
"1444",8558,9906,852,806,921,874,2,1,2,2,3,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1445",9864,8371,788,839,808,875,2,1,2,2,2,2,2,2,2,3,3,2,1,2,2,3,3,2,2,2,3,2,1
"1446",8559,10252,794,776,850,842,3,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1448",8650,9850,763,877,816,907,2,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1450",8559,8472,802,774,858,841,3,1,2,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1451",8602,10003,794,799,872,834,1,1,1,2,2,2,2,1,2,3,2,3,1,3,2,2,3,2,2,2,3,2,1
"1452",10252,8659,806,814,856,868,2,1,2,2,2,2,2,2,2,3,2,3,1,2,2,2,2,2,2,2,3,2,1
"1453",10261,8528,788,847,841,902,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,2
"1454",8371,10205,823,788,874,817,1,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,1
"1456",9869,8558,803,819.5939669,854,868.0962077,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,2,2,2,2,3,2,3
"1458",7878,8581,796,819.5939669,826,814,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,3,2
"1459",10172,8455,889,795,920,819,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1460",8655,8586,873,796,924,861,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1461",10267,9864,834,830,869,899,2,1,2,2,3,3,2,2,2,3,2,1,1,2,2,2,2,2,2,2,3,2,2
"1462",8315,8394,783,798,832,843,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,2
"1463",8634,8370,766,905,819,935,2,1,2,2,2,2,2,2,2,3,2,1,1,1,1,2,1,2,1,2,3,2,3
"1465",8302,8633,916,809,956,874,2,1,2,1,3,2,3,1,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1466",10260,8456,898,879,943,921,2,1,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1468",8668,10194,819,842,861,868,3,1,3,2,2,3,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,1
"1469",8558,7878,784,803,809,849,2,1,2,2,3,3,2,2,2,3,3,2,1,2,2,2,2,2,2,2,3,2,2
"1471",10205,9869,817.8481077,815,868.4805294,866,2,1,2,2,3,2,2,2,2,3,2,1,1,1,2,2,2,2,2,2,3,2,3
"1472",8586,8559,793,890,839,927,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1473",10261,8455,867,839,915,897,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,2,3
"1475",8603,8302,836,797,883,829,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,3
"1476",8581,8394,783,798,832,820,2,1,1,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,2,2
"1477",8633,8315,815,933,861,960,2,1,2,2,2,3,2,2,2,3,3,2,1,2,1,3,2,3,1,2,3,3,3
"1478",8371,10267,840,792,897,814,1,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,3,3,2
"1480",9864,8634,896,824,942,858,1,1,1,1,2,1,2,1,2,3,2,2,1,2,2,3,3,2,2,2,3,2,2
